,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,file_name,utm_hemisphere,utm_zone,area_utm_easting_meters,area_utm_northing_meters,context_number,find_number,shape_description,inclusion_size,inclusion_colors,inclusion_types,porosity,exterior_surface,interior_surface,exterior_decoration,wall_thickness,manufacture,burning,fabric_group_name,encrustation,deterioration,fabric_group_examplar,volume_millimeter_cubed,weight_grams,xrf_group,type_group,xmin
803,803,803,803,803,803,803,478130_4419430_5_105,N,38,478130,4419430,5,105,,small,grey,sand,low,burnished,striations,,,wheelmade,,grey dark fine,small,,0,,,,,24650
804,804,804,804,804,804,804,478130_4419430_5_106,N,38,478130,4419430,5,106,,medium,black and red,sand and organic,medium,smoothed,striations,,,wheelmade,,reddish medium-2,,,0,,,,,73553
805,805,805,805,805,805,805,478130_4419430_5_107,N,38,478130,4419430,5,107,,coarse,brown,sand,high,rough,striations,,,handmade,,black coarse,small exterior,large exterior,0,,,,,38062
806,806,806,806,806,806,806,478130_4419430_5_108,N,38,478130,4419430,5,108,,medium,black,sand,medium,smoothed,striations,groove lines,,wheelmade,,grey medium,,,0,,,,,24656
807,807,807,807,807,807,807,478130_4419430_5_109,N,38,478130,4419430,5,109,,medium,black and white,sand,medium,smoothed,rough,,,handmade,interior,brown light medium-1,,,0,,,,,24658
808,808,808,808,808,808,808,478130_4419430_5_110,N,38,478130,4419430,5,110,,medium,black and white,sand,medium,smoothed,smoothed,,,handmade,,brown light medium-1,small interior,,0,,,,,25609
809,809,809,809,809,809,809,478130_4419430_5_111,N,38,478130,4419430,5,111,,fine,black,sand,medium,smoothed and deteriorated,encrusted,,,handmade,,slipped grey medium,,small exterior,0,,,,,24664
810,810,810,810,810,810,810,478130_4419430_5_112,N,38,478130,4419430,5,112,,small,black and white,sand,medium,smoothed and deteriorated,rough,,,handmade,,brown light medium-1,,parital interior and exterior,0,,,,,25611
811,811,811,811,811,811,811,478130_4419430_5_113,N,38,478130,4419430,5,113,,medium,black and white,sand,high,rough,rough,,,handmade,,yellowish brown medium,,partial interior and exterior,0,,,,,25619
812,812,812,812,812,812,812,478130_4419430_5_114,N,38,478130,4419430,5,114,,fine,black and gray,sand,medium,burnished,rough,,,handmade,,brown fine,,large interior,0,,,,,25617
813,813,813,813,813,813,813,478130_4419430_5_115,N,38,478130,4419430,5,115,,coarse,white and grey,sand,high,smoothed and deteriorated,rough,,,handmade,,brown dark coarse-1,,large interior,0,,,,,25623
814,814,814,814,814,814,814,478130_4419430_5_116,N,38,478130,4419430,5,116,,fine,black,sand,low,burnished,smoothed,,,handmade,,grey dark fine,,,0,,,,,24675
815,815,815,815,815,815,815,478130_4419430_5_117,N,38,478130,4419430,5,117,,medium,black,sand,medium,smoothed and deteriorated,striations,,,wheelmade,,yellowish brown medium,,large exterior,0,,,,,25621
816,816,816,816,816,816,816,478130_4419430_5_118,N,38,478130,4419430,5,118,,medium,black,sand,medium,smoothed and deteriorated,rough,,,handmade,small interior,reddish brown medium-1,,large interior,0,,,,,38164
817,817,817,817,817,817,817,478130_4419430_5_119,N,38,478130,4419430,5,119,,coarse,"black, white and grey",sand,high,rough,rough,,,handmade,,yellow brown coarse-1,,large interior,0,,,,,25647
818,818,818,818,818,818,818,478130_4419430_5_120,N,38,478130,4419430,5,120,,coarse,"black, white and grey",sand,high,smoothed and deteriorated,rough,,,wheelmade,,brown dark medium-3,,large interior,0,,,,,24679
819,819,819,819,819,819,819,478130_4419430_5_121,N,38,478130,4419430,5,121,,medium,black red and white,sand,medium,smoothed,smoothed,,,wheelmade,interior,reddish brown medium-1,,,0,,,,,38162
820,820,820,820,820,820,820,478130_4419430_5_122,N,38,478130,4419430,5,122,curved,medium,black and gray,sand,medium,smoothed,smoothed,,,wheelmade,,brown dark medium-1,,,0,,,,,25653
821,821,821,821,821,821,821,478130_4419430_5_123,N,38,478130,4419430,5,123,curved,medium,red and grey,sand and organic,low,smoothed and rough,smoothed,,,wheelmade,small both sides,reddish medium-2,,,0,,,,,73555
822,822,822,822,822,822,822,478130_4419430_5_124,N,38,478130,4419430,5,124,,small,black,raised bracket,low,rough,striations,,,wheelmade,interior,black fine,,,0,,,,,38066
823,823,823,823,823,823,823,478130_4419430_5_125,N,38,478130,4419430,5,125,,medium,black,sand,medium,smoothed with encrusted,rough,,,handmade,,brown dark medium-1,,,0,,,,,24691
824,824,824,824,824,824,824,478130_4419430_5_126,N,38,478130,4419430,5,126,,small,white and grey,sand,low,smoothed,rough,,,handmade,,grey dark medium,,,0,,,,,24699
825,825,825,825,825,825,825,478130_4419430_5_127,N,38,478130,4419430,5,127,,fine,black,sand,low,smoothed,rough,,,handmade,,grey dark fine,,,0,,,,,24697
826,826,826,826,826,826,826,478130_4419430_5_128,N,38,478130,4419430,5,128,,medium,black and white,sand,medium,burnished,rough,,,handmade,,grey dark medium,,,0,,,,,24703
827,827,827,827,827,827,827,478130_4419430_5_129,N,38,478130,4419430,5,129,,medium,black and gray,sand,medium,rough,rough,,,handmade,,black medium,,large interior and exterior,0,,,,,38068
828,828,828,828,828,828,828,478130_4419430_5_130,N,38,478130,4419430,5,130,,small,"black, white and grey",sand,medium,rough,smoothed,,,handmade,exterior,grey dark fine,,large exterior,0,,,,,24707
829,829,829,829,829,829,829,478130_4419430_5_131,N,38,478130,4419430,5,131,,medium,black and white,sand,medium,smoothed but deteriorated,striations,,,wheelmade,,grey dark fine,partial interior,small exterior,0,,,,,24709
830,830,830,830,830,830,830,478130_4419430_5_132,N,38,478130,4419430,5,132,,medium,black and white,sand,medium,smoothed and deteriorated,striations,flat band,,wheelmade,,grey dark medium,,,0,,,,,25663
831,831,831,831,831,831,831,478130_4419430_5_133,N,38,478130,4419430,5,133,,small,"black, white and grey",sand,low,smoothed,striations,,,,interior,black fine,,,0,,,,,38070
832,832,832,832,832,832,832,478130_4419430_5_134,N,38,478130,4419430,5,134,,coarse,white and grey,sand,medium,smoothed but deteriorated,rough,,,handmade,,black fine,,large exterior,0,,,,,38072
833,833,833,833,833,833,833,478130_4419430_5_135,N,38,478130,4419430,5,135,,medium,"black, white and grey",sand,medium,smoothed,smoothed,,,handmade,exterior,grey dark fine,small exterior,,0,,,,,24711
834,834,834,834,834,834,834,478130_4419430_5_136,N,38,478130,4419430,5,136,,medium,"black, white,  red and grey",sand,medium,smoothed but deteriorated,rough,,,handmade,,brown dark medium-2,,large exterior,0,,,,,25671
835,835,835,835,835,835,835,478130_4419430_5_137,N,38,478130,4419430,5,137,,coarse,black and white,sand and organic,high,encrusted,rough,,,handmade,,grey dark coarse-1,large exterior,large interior and exterior,0,,,,,73429
836,836,836,836,836,836,836,478130_4419430_5_138,N,38,478130,4419430,5,138,,small,"black, white and grey",sand,medium,striations,smoothed,,,wheelmade,exterior,brown light medium-1,small interior,,0,,,,,25068
837,837,837,837,837,837,837,478130_4419430_5_139,N,38,478130,4419430,5,139,curved,coarse,black and white,sand,high,smoothed and deteriorated,rough,,,handmade,,brown dark coarse-1,,partial interior and exterior,0,,,,,25691
838,838,838,838,838,838,838,478130_4419430_5_140,N,38,478130,4419430,5,140,,medium,"black, white and grey",sand,high,rough,porous,flat band,,handmade,,grey dark medium,,large interior,0,,,,,25070
839,839,839,839,839,839,839,478130_4419430_5_141,N,38,478130,4419430,5,141,,coarse,"black, white and grey",sand,high,smoothed but deteriorated,rough,,,handmade,,brown dark coarse-2,partial exterior,,0,,,,,25074
840,840,840,840,840,840,840,478130_4419430_5_142,N,38,478130,4419430,5,142,,small,"black, white and grey",sand,medium,smoothed,rough,,,handmade,,grey dark fine,,,0,,,,,25082
841,841,841,841,841,841,841,478130_4419430_5_143,N,38,478130,4419430,5,143,,small,"black, white and grey",sand,medium,smoothed and deteriorated,porous,,,handmade,small exterior,grey fine,,,0,,,,,25080
842,842,842,842,842,842,842,478130_4419430_5_144,N,38,478130,4419430,5,144,,medium,"black, white and grey",sand,medium,encrusted,impressed,,,,,brown dark medium-1,large exterior,,0,,,,,25679
843,843,843,843,843,843,843,478130_4419430_5_145,N,38,478130,4419430,5,145,,small,"black, white and grey",sand and organic,low,smoothed,striations,,,wheelmade,,brown fine,partial interior,,0,,,,,25689
844,844,844,844,844,844,844,478130_4419430_5_146,N,38,478130,4419430,5,146,,coarse,black and gray,sand,high,rough,striations,,,wheelmade,exterior,brown dark medium-2,small,,0,,,,,25687
845,845,845,845,845,845,845,478130_4419430_5_147,N,38,478130,4419430,5,147,,medium,"black, white and grey",sand,medium,rough,rough,,,handmade,,grey dark medium,small,small exterior,0,,,,,25094
846,846,846,846,846,846,846,478130_4419430_5_148,N,38,478130,4419430,5,148,,coarse,black and gray,sand and organic,medium,smoothed,smoothed,,,wheelmade,exterior,brown light coarse-1,,,0,,,,,25705
847,847,847,847,847,847,847,478130_4419430_5_149,N,38,478130,4419430,5,149,,medium,white and grey,sand,medium,rough,rough,,,handmade,exterior,grey dark medium,,,0,,,,,25098
848,848,848,848,848,848,848,478130_4419430_5_150,N,38,478130,4419430,5,150,,medium,white and grey,sand,medium,rough,porous,,,handmade,,black medium,,,0,,,,,38076
849,849,849,849,849,849,849,478130_4419430_5_151,N,38,478130,4419430,5,151,,small,black and white,sand,low,rough,striations,,,wheelmade,,brown light medium-1,,,0,,,,,25100
850,850,850,850,850,850,850,478130_4419430_5_152,N,38,478130,4419430,5,152,,medium,"black, white and grey",sand,medium,rough,rough,,,handmade,exterior,brown dark medium-1,small,large exterior,0,,,,,25697
851,851,851,851,851,851,851,478130_4419430_5_153,N,38,478130,4419430,5,153,,coarse,"black, white and grey",sand,high,striations,rough,,,wheelmade,exterior,brown light coarse-2,,,0,,,,,25703
852,852,852,852,852,852,852,478130_4419430_5_154,N,38,478130,4419430,5,154,curved,medium,"black, white and grey",sand and organic,medium,rough,rough,,,handmade,exterior,grey dark medium,partial exterior,,0,,,,,25108
853,853,853,853,853,853,853,478130_4419430_5_155,N,38,478130,4419430,5,155,,medium,"black, white and grey",sand,medium,smoothed,porous,,,wheelmade,,reddish brown medium-2,,large interior,0,,,,,38166
854,854,854,854,854,854,854,478130_4419430_5_156,N,38,478130,4419430,5,156,,coarse,"black, white and grey",sand and organic,high,rough,rough,,,handmade,,brown light coarse-1,,large interior,0,,,,,25707
855,855,855,855,855,855,855,478130_4419430_5_157,N,38,478130,4419430,5,157,curved,medium,white and grey,sand,,rough,rough,,,handmade,both sides,black medium,,,0,,,,,38078
856,856,856,856,856,856,856,478130_4419430_5_158,N,38,478130,4419430,5,158,,medium,black and gray,sand,medium,rough,rough,,,handmade,exterior,brown dark medium-2,,,0,,,,,25713
857,857,857,857,857,857,857,478130_4419430_5_159,N,38,478130,4419430,5,159,curved,small,black and white,sand,medium,smoothed,rough,,,wheelmade,,brown medium-2,,,0,,,,,25114
858,858,858,858,858,858,858,478130_4419430_5_160,N,38,478130,4419430,5,160,,medium,black and white,sand and organic,medium,smoothed,rough,impressed and incised lines,,wheelmade,,slipped grey medium,partial exterior,,0,,,,,25116
859,859,859,859,859,859,859,478130_4419430_5_161,N,38,478130,4419430,5,161,,medium,"black, white,  red and grey",sand and organic,medium,rough,rough,,,handmade,,yellowish brown medium,partial interior,,0,,,,,25721
860,860,860,860,860,860,860,478130_4419430_5_162,N,38,478130,4419430,5,162,,medium,"black, white and grey",sand,medium,rough,striations,flat band,,wheelmade,exterior,grey medium,large interior,,0,,,,,25118
861,861,861,861,861,861,861,478130_4419430_5_163,N,38,478130,4419430,5,163,,small,black and gray,sand,medium,burnished,smoothed and deteriorated,,,handmade,,grey fine,large interior,,0,,,,,31009
862,862,862,862,862,862,862,478130_4419430_5_164,N,38,478130,4419430,5,164,curved,medium,"black, white and grey",sand,high,burnished,striations,,,wheelmade,,brown medium-1,small interior,,0,,,,,31020
863,863,863,863,863,863,863,478130_4419430_5_165,N,38,478130,4419430,5,165,,medium,"black, white and grey",sand and organic,medium,burnished,rough,,,wheelmade,,grey medium,,,0,,,,,25124
864,864,864,864,864,864,864,478130_4419430_5_166,N,38,478130,4419430,5,166,,coarse,black and white,sand,high,rough,porous,,,handmade,,reddish grey coarse,,large interior and exterior,0,,,,,31016
865,865,865,865,865,865,865,478130_4419430_5_167,N,38,478130,4419430,5,167,,medium,"black, white and grey",sand,medium,smoothed,smoothed,,,handmade,exterior,brown light medium-1,small exterior,,0,,,,,25128
866,866,866,866,866,866,866,478130_4419430_5_168,N,38,478130,4419430,5,168,,coarse,black,sand,high,rough,rough,,,handmade,both sides,brown dark coarse-1,small exterior,,0,,,,,25130
867,867,867,867,867,867,867,478130_4419430_5_169,N,38,478130,4419430,5,169,,medium,"black, white and grey",sand,medium,burnished,rough,flat band,,handmade,,brown dark medium-1,,,0,,,,,31024
868,868,868,868,868,868,868,478130_4419430_5_170,N,38,478130,4419430,5,170,,coarse,black and gray,sand,medium,smoothed with encrusted,encrusted,,,handmade,,yellow brown coarse-1,large,,0,,,,,31030
869,869,869,869,869,869,869,478130_4419430_5_171,N,38,478130,4419430,5,171,,small,white and grey,sand and organic,medium,rough,striations,impressed and wave lines,,wheelmade,both sides,grey fine,,,0,,,,,25136
870,870,870,870,870,870,870,478130_4419430_5_172,N,38,478130,4419430,5,172,,small,"black, white and grey",sand,low,rough,striations,,,wheelmade,exterior,reddish fine,small,,0,,,,,37902
871,871,871,871,871,871,871,478130_4419430_5_173,N,38,478130,4419430,5,173,,medium,black and gray,sand,medium,rough,striations,,,wheelmade,,grey dark medium,partial exterior,partial,0,,,,,25138
872,872,872,872,872,872,872,478130_4419430_5_174,N,38,478130,4419430,5,174,,medium,black,sand,medium,burnished,striations,,,wheelmade,interior,grey medium,large,,0,,,,,25140
873,873,873,873,873,873,873,478130_4419430_5_175,N,38,478130,4419430,5,175,,small,black and gray,sand and organic,medium,smoothed and deteriorated,striations,,,wheelmade,,brown fine,partial interior,,0,,,,,25142
874,874,874,874,874,874,874,478130_4419430_5_176,N,38,478130,4419430,5,176,,small,black and white,sand and organic,medium,rough,striations,,,wheelmade,both sides,grey fine,large exterior,large exterior,0,,,,,25144
875,875,875,875,875,875,875,478130_4419430_5_177,N,38,478130,4419430,5,177,,medium,white and grey,sand and organic,medium,smoothed but deteriorated,striations,,,wheelmade,both sides,grey dark medium,partial exterior,,0,,,,,25146
876,876,876,876,876,876,876,478130_4419430_5_178,N,38,478130,4419430,5,178,,medium,"black, white and grey",sand,medium,smoothed and deteriorated,striations,,,wheelmade,,grey dark medium,,small exterior,0,,,,,25148
877,877,877,877,877,877,877,478130_4419430_5_179,N,38,478130,4419430,5,179,,small,black red and white,sand and organic,medium,smoothed,rough,,,wheelmade,,brown dark medium-2,small interior,,0,,,,,31048
878,878,878,878,878,878,878,478130_4419430_5_180,N,38,478130,4419430,5,180,,medium,black and gray,sand,medium,smoothed,rough,,,handmade,,slipped grey medium,,,0,,,,,25152
879,879,879,879,879,879,879,478130_4419430_5_181,N,38,478130,4419430,5,181,,medium,"black, white and grey",sand and organic,medium,burnished,rough,impressed and wave lines,,handmade,,brown light medium-1,large exterior,,0,,,,,25330
880,880,880,880,880,880,880,478130_4419430_5_182,N,38,478130,4419430,5,182,,medium,black,sand,medium,burnished,impressed,impressed and wave lines,,handmade,interior,brown light medium-1,small exterior,,0,,,,,25332
881,881,881,881,881,881,881,478130_4419430_5_183,N,38,478130,4419430,5,183,,medium,black and gray,sand,medium,burnished,rough,,,handmade,,grey dark medium,large interior,,0,,,,,25156
882,882,882,882,882,882,882,478130_4419430_5_184,N,38,478130,4419430,5,184,,medium,black,sand and organic,medium,rough,smoothed,,,handmade,interior,grey dark medium,large exterior,large exterior,0,,,,,25160
883,883,883,883,883,883,883,478130_4419430_5_185,N,38,478130,4419430,5,185,,small,black and gray,sand,medium,smoothed with encrusted,striations,,,wheelmade,,brown medium-1,large exterior,,0,,,,,31036
884,884,884,884,884,884,884,478130_4419430_5_186,N,38,478130,4419430,5,186,,small,"black, white and grey",sand,medium,smoothed with encrusted,rough,,,wheelmade,,reddish medium-2,large exterior,,0,,,,,73573
885,885,885,885,885,885,885,478130_4419430_5_187,N,38,478130,4419430,5,187,,small,white and grey,sand and organic,medium,encrusted,encrusted,wave line,,handmade,,black medium,partial exterior,,0,,,,,38082
886,886,886,886,886,886,886,478130_4419430_5_188,N,38,478130,4419430,5,188,,medium,black,sand,medium,encrusted,rough,,,handmade,interior,brown dark medium-3,large exterior,,0,,,,,31046
887,887,887,887,887,887,887,478130_4419430_5_189,N,38,478130,4419430,5,189,,medium,black,sand and organic,medium,smoothed,encrusted,,,handmade,,reddish medium-1,large interior,,0,,,,,37910
888,888,888,888,888,888,888,478130_4419430_5_190,N,38,478130,4419430,5,190,,medium,black,sand,medium,smoothed with encrusted,rough,,,handmade,,grey medium,partial,large interior,0,,,,,25162
889,889,889,889,889,889,889,478130_4419430_5_191,N,38,478130,4419430,5,191,,medium,black and white,sand and organic,medium,striations,rough,,,wheelmade,,reddish light medium,,partial,0,,,,,73631
890,890,890,890,890,890,890,478130_4419430_5_192,N,38,478130,4419430,5,192,,medium,black,sand,medium,rough,rough and encrusted,,,handmade,,grey medium,large,large exterior,0,,,,,31071
891,891,891,891,891,891,891,478130_4419430_5_193,N,38,478130,4419430,5,193,,medium,white and grey,sand and organic,medium,rough,encrusted,,,handmade,,brown dark medium-1,large interior,,0,,,,,31075
892,892,892,892,892,892,892,478130_4419430_5_194,N,38,478130,4419430,5,194,,coarse,black and white,sand and organic,high,smoothed and deteriorated,striations,,,wheelmade,interior,grey coarse,,,0,,,,,25166
893,893,893,893,893,893,893,478130_4419430_5_195,N,38,478130,4419430,5,195,,coarse,black and gray,sand and organic,high,smoothed with encrusted,encrusted,,,wheelmade,,brown dark medium-1,large,,0,,,,,31077
894,894,894,894,894,894,894,478130_4419430_5_196,N,38,478130,4419430,5,196,,medium,black and white,sand,medium,rough,smoothed,,,built,exterior,brown dark medium-3,small exterior,,0,,,,,31073
895,895,895,895,895,895,895,478130_4419430_5_197,N,38,478130,4419430,5,197,,medium,"black, white and grey",sand and organic,medium,smoothed,rough,,,handmade,both sides,grey medium,,,0,,,,,25170
896,896,896,896,896,896,896,478130_4419430_5_198,N,38,478130,4419430,5,198,,medium,black and white,sand and organic,medium,smoothed,striations,,,wheelmade,,brown dark medium-1,,,0,,,,,25176
897,897,897,897,897,897,897,478130_4419430_6_1,N,38,478130,4419430,6,1,,medium,"black, white,  red and grey",sand,high,striations,smoothed and cracked,,20mm,wheelmade,,brown light medium-2,,,0,,,,,21695
898,898,898,898,898,898,898,478130_4419430_6_2,N,38,478130,4419430,6,2,rim,medium,"black, white and grey",sand,medium,smoothed with encrusted,striations,,7mm,wheelmade,,brown dark medium-1,partial exterior,,0,,,,,21707
899,899,899,899,899,899,899,478130_4419430_6_3,N,38,478130,4419430,6,3,,medium,"black, white and grey",sand and organic,medium,smoothed with encrusted,rough,,,handmade,interior,brown coarse-2,,,0,,,,,70810
900,900,900,900,900,900,900,478130_4419430_6_4,N,38,478130,4419430,6,4,,medium,"black, white,  red and grey",sand,medium,smoothed,rough,,,handmade,,reddish brown medium-1,partial,,0,,,,,36722
901,901,901,901,901,901,901,478130_4419430_6_5,N,38,478130,4419430,6,5,,medium,black and gray,sand and organic,medium,smoothed,rough and encrusted,,,handmade,,yellowish brown medium,small interior,,0,,,,,36726
902,902,902,902,902,902,902,478130_4419430_6_6,N,38,478130,4419430,6,6,,coarse,"black, white,  red and grey",sand and organic,high,rough,encrusted,,,handmade,,yellow brown coarse-2,large interior,large exterior,0,,,,,25342
903,903,903,903,903,903,903,478130_4419430_6_7,N,38,478130,4419430,6,7,,medium,black,sand and organic,medium,encrusted,encrusted,,,wheelmade,interior,grey medium,large,,0,,,,,23244
904,904,904,904,904,904,904,478130_4419430_6_8,N,38,478130,4419430,6,8,,medium,"black, white and grey",sand,high,rough,smoothed,,,wheelmade,,brown dark medium-1,small exterior,partial exterior,0,,,,,25354
905,905,905,905,905,905,905,478130_4419430_6_9,N,38,478130,4419430,6,9,,medium,black and gray,sand,medium,smoothed,encrusted,,,handmade,,grey fine,partial interior,,0,,,,,23254
906,906,906,906,906,906,906,478130_4419430_6_10,N,38,478130,4419430,6,10,,coarse,"black, white and grey",sand and organic,high,smoothed with encrusted,porous,,,handmade,interior,reddish brown medium-2,large exterior,large interior,0,,,,,36736
907,907,907,907,907,907,907,478130_4419430_6_11,N,38,478130,4419430,6,11,,medium,"black, white and grey",sand,medium,smoothed and rough,striations,,,wheelmade,,reddish yellow medium,,,0,,,,,36740
908,908,908,908,908,908,908,478130_4419430_6_12,N,38,478130,4419430,6,12,,coarse,"black, white and grey",sand,high,smoothed with striations,rough and encrusted,,,wheelmade,,reddish yellow coarse,small interior,,0,,,,,36742
909,909,909,909,909,909,909,478130_4419430_6_13,N,38,478130,4419430,6,13,,coarse,"black, white and grey",sand,high,smoothed,porous,,,handmade,,reddish yellow coarse,,large interior,0,,,,,36744
910,910,910,910,910,910,910,478130_4419430_6_14,N,38,478130,4419430,6,14,,coarse,"black, white and grey",sand,high,encrusted,encrusted,,,handmade,,reddish brown coarse-1,large,,0,,,,,73437
911,911,911,911,911,911,911,478130_4419430_6_15,N,38,478130,4419430,6,15,,coarse,"black, white and grey",sand,high,striations,striations,,,wheelmade,interior,brown dark medium-1,,,0,,,,,25379
912,912,912,912,912,912,912,478130_4419430_6_16,N,38,478130,4419430,6,16,,medium,black and white,sand,medium,smoothed,encrusted,impressed,,wheelmade,exterior,brown dark medium-1,large interior,,0,,,,,25389
913,913,913,913,913,913,913,478130_4419430_6_17,N,38,478130,4419430,6,17,,coarse,"black, white,  red and grey",sand,high,rough,rough,,,,exterior,brown dark medium-1,,interior and exterior,0,,,,,25383
914,914,914,914,914,914,914,478130_4419430_6_18,N,38,478130,4419430,6,18,,coarse,black and white,sand,high,smoothed with encrusted,rough and encrusted,,,wheelmade,,brown dark coarse-2,large exterior,,0,,,,,25393
915,915,915,915,915,915,915,478130_4419430_6_19,N,38,478130,4419430,6,19,,medium,black,sand,medium,rough,rough,,,handmade,,grey medium,,,0,,,,,23286
916,916,916,916,916,916,916,478130_4419430_6_20,N,38,478130,4419430,6,20,,small,black and white,sand,low,smoothed with encrusted,encrusted,,,handmade,,brown fine,large,,0,,,,,25401
917,917,917,917,917,917,917,478130_4419430_6_21,N,38,478130,4419430,6,21,,coarse,black and gray,sand,high,smoothed,encrusted,,,handmade,,grey coarse,large interior,,0,,,,,25405
918,918,918,918,918,918,918,478130_4419430_6_22,N,38,478130,4419430,6,22,,coarse,"black, white and grey",sand,medium,rough,porous,,,handmade,exterior,brown dark coarse-1,,large interior,0,,,,,25419
919,919,919,919,919,919,919,478130_4419430_6_23,N,38,478130,4419430,6,23,,medium,"black, white and grey",sand,medium,rough,porous,,,handmade,exterior,reddish brown medium-1,,small interior,0,,,,,36776
920,920,920,920,920,920,920,478130_4419430_6_24,N,38,478130,4419430,6,24,,medium,"black, white and grey",sand,medium,smoothed,striations,,,wheelmade,,grey medium,,,0,,,,,23300
921,921,921,921,921,921,921,478130_4419430_6_25,N,38,478130,4419430,6,25,,coarse,"black, white and grey",sand,high,encrusted,porous,,,handmade,interior,black coarse,large exterior,,0,,,,,38028
922,922,922,922,922,922,922,478130_4419430_6_26,N,38,478130,4419430,6,26,,medium,"black, white and grey",sand,medium,smoothed and deteriorated,striations,,,wheelmade,,brown dark medium-1,,,0,,,,,25433
923,923,923,923,923,923,923,478130_4419430_6_27,N,38,478130,4419430,6,27,,medium,"black, white,  red and grey",sand,medium,burnished,rough and encrusted,,,handmade,,brown medium-1,large exterior,,0,,,,,68292
924,924,924,924,924,924,924,478130_4419430_6_28,N,38,478130,4419430,6,28,,medium,"black, white and grey",sand,medium,rough,porous,,,handmade,,black medium,,large interior and exterior,0,,,,,38030
925,925,925,925,925,925,925,478130_4419430_6_29,N,38,478130,4419430,6,29,,medium,black and white,sand,medium,smoothed,porous,,,wheelmade,,black medium,partial exterior,,0,,,,,38034
926,926,926,926,926,926,926,478130_4419430_6_30,N,38,478130,4419430,6,30,,coarse,black,sand,high,smoothed and deteriorated,porous,,,handmade,both sides,black coarse,partial exterior,large interior,0,,,,,38036
927,927,927,927,927,927,927,478130_4419430_6_31,N,38,478130,4419430,6,31,,medium,black and white,sand,medium,smoothed,porous,,,wheelmade,,reddish brown medium-1,,large interior,0,,,,,36786
928,928,928,928,928,928,928,478130_4419430_6_32,N,38,478130,4419430,6,32,,coarse,black and gray,sand,high,encrusted,rough,,,wheelmade,,grey coarse-2,large exterior,large exterior,0,,,,,23312
929,929,929,929,929,929,929,478130_4419430_6_33,N,38,478130,4419430,6,33,,medium,"black, white and grey",sand,medium,smoothed,rough,,,handmade,exterior,brown dark medium-3,,,0,,,,,25467
930,930,930,930,930,930,930,478130_4419430_6_34,N,38,478130,4419430,6,34,,medium,"black, white and grey",sand and organic,medium,rough,smoothed,,,handmade,exterior,brown dark medium-2,,,0,,,,,25471
931,931,931,931,931,931,931,478130_4419430_6_35,N,38,478130,4419430,6,35,,coarse,"black, white and grey",sand,high,rough,rough,,,handmade,,black coarse,,,0,,,,,38042
932,932,932,932,932,932,932,478130_4419430_6_36,N,38,478130,4419430,6,36,,small,white and grey,sand,medium,rough,rough,,,handmade,exterior,brown dark medium-3,,,0,,,,,25469
933,933,933,933,933,933,933,478130_4419430_6_37,N,38,478130,4419430,6,37,,medium,"black, white,  red and grey",sand and organic,medium,smoothed,rough,,,handmade,exterior,brown dark medium-1,,,0,,,,,36798
934,934,934,934,934,934,934,478130_4419430_6_38,N,38,478130,4419430,6,38,,medium,"black, white,  red and grey",sand,medium,rough,smoothed,,,handmade,exterior,brown medium-1,,small interior,0,,,,,25483
935,935,935,935,935,935,935,478130_4419430_6_39,N,38,478130,4419430,6,39,,medium,black,sand,medium,rough,smoothed,,,built,,yellowish brown medium,,large exterior,0,,,,,38114
936,936,936,936,936,936,936,478130_4419430_6_40,N,38,478130,4419430,6,40,,fine,white and grey,sand,medium,encrusted,rough,,,handmade,interior,black fine,partial exterior,,0,,,,,38044
937,937,937,937,937,937,937,478130_4419430_6_41,N,38,478130,4419430,6,41,,coarse,white,sand,high,smoothed but deteriorated,encrusted,,,handmade,,grey medium,large interior,large exterior,0,,,,,23348
938,938,938,938,938,938,938,478130_4419430_6_42,N,38,478130,4419430,6,42,,medium,white and grey,sand,medium,encrusted,rough,,,handmade,,black medium,large exterior,,0,,,,,38046
939,939,939,939,939,939,939,478130_4419430_6_43,N,38,478130,4419430,6,43,,medium,black,sand,medium,rough,rough,,,handmade,,black medium,small interior,large interior,0,,,,,38048
940,940,940,940,940,940,940,478130_4419430_6_44,N,38,478130,4419430,6,44,,medium,"black, white and grey",sand,medium,smoothed and deteriorated,smoothed,,,wheelmade,,grey medium,small,,0,,,,,23354
941,941,941,941,941,941,941,478130_4419430_6_45,N,38,478130,4419430,6,45,,small,"black, white and grey",sand and organic,high,smoothed with encrusted,encrusted,,,handmade,,grey medium,large interior,,0,,,,,23358
942,942,942,942,942,942,942,478130_4419430_6_46,N,38,478130,4419430,6,46,,coarse,"black, white and grey",sand,high,striations,rough,impressed,,wheelmade,exterior,reddish brown coarse-1,,,0,,,,,73445
943,943,943,943,943,943,943,478130_4419430_6_47,N,38,478130,4419430,6,47,,coarse,white and grey,sand,high,encrusted,striations,,,wheelmade,exterior,grey coarse-3,partial exterior,large exterior,0,,,,,23366
944,944,944,944,944,944,944,478130_4419430_6_48,N,38,478130,4419430,6,48,,medium,"black, white and grey",sand,high,rough,rough,,,handmade,,brown light medium-2,,,0,,,,,25501
